Match,Innings,Date,M/Inns,Versus,Ground,How Dismissed,Runs,B/F,S/R,,Aggr,Avg,S/R
221,213,26/01/2019,1st,New Zealand,Bay Oval,c I S Sodhi b T A Boult,43,45,95.56,,10473,59.51,92.67
222,214,28/01/2019,2nd,New Zealand,Bay Oval,c H M Nicholls b T A Boult,60,74,81.08,,10533,59.51,92.59
223,215,02/03/2019,2nd,Australia,Rajiv Gandhi International Stadium,lbw b A Zampa,44,45,97.78,,10577,59.42,92.61
224,216,05/03/2019,1st,Australia,Vidarbha Cricket Association Stadium,c M P Stoinis b P J Cummins,116,120,96.67,,10693,59.74,92.65
225,217,08/03/2019,2nd,Australia,JSCA International Stadium Complex,b A Zampa,123,95,129.47,,10816,60.09,92.95
226,218,10/03/2019,1st,Australia,Punjab Cricket Association IS Bindra Stadium,c †A T Carey b J A Richardson,7,6,116.67,,10823,59.8,92.97
227,219,13/03/2019,2nd,Australia,Arun Jaitley Stadium,c †A T Carey b M P Stoinis,20,22,90.91,,10843,59.58,92.96
228,220,05/06/2019,2nd,South Africa,The Rose Bowl,c †Q de Kock b A L Phehlukwayo,18,34,52.94,,10861,59.35,92.84
229,221,09/06/2019,1st,Australia,Kennington Oval,c P J Cummins b M P Stoinis,82,77,106.49,,10943,59.47,92.93
230,222,16/06/2019,1st,Pakistan,Old Trafford,c †Sarfaraz Ahmed b Mohammad Amir,77,65,118.46,,11020,59.57,93.07
231,223,22/06/2019,1st,Afghanistan,The Rose Bowl,c Rahmat Shah b Mohammad Nabi,67,63,106.35,,11087,59.61,93.14
232,224,27/06/2019,1st,West Indies,Old Trafford,c sub b J O Holder,72,82,87.8,,11159,59.67,93.11
233,225,30/06/2019,2nd,England,Edgbaston,c sub b L E Plunkett,66,76,86.84,,11225,59.71,93.07
234,226,02/07/2019,1st,Bangladesh,Edgbaston,c Rubel Hossain b Mustafizur Rahman,26,27,96.3,,11251,59.53,93.08
235,227,06/07/2019,2nd,Sri Lanka,Headingley,not out,34*,41,82.93,,11285,59.71,93.04
236,228,09/07/2019,2nd,New Zealand,Old Trafford,lbw b T A Boult,1,6,16.67,,11286,59.4,93
237,,08/08/2019,,West Indies,Providence Stadium,did not bat,-,-,-,,11286,59.4,93
238,229,11/08/2019,1st,West Indies,Queen's Park Oval,c K A J Roach b C R Brathwaite,120,125,96,,11406,59.72,93.03
239,230,14/08/2019,2nd,West Indies,Queen's Park Oval,not out,114*,99,115.15,,11520,60.31,93.21
240,231,15/12/2019,1st,West Indies,MA Chidambaram Stadium,b S S Cottrell,4,4,100,,11524,60.02,93.21
241,232,18/12/2019,1st,West Indies,Dr YS Rajasekhara Reddy Cricket Stadium,c R L Chase b K A Pollard,0,1,0,,11524,59.71,93.21
242,233,22/12/2019,2nd,West Indies,Barabati Stadium,b K M A Paul,85,81,104.94,,11609,59.84,93.28
243,234,14/01/2020,1st,Australia,Wankhede Stadium,c & b A Zampa,16,14,114.29,,11625,59.62,93.31
244,235,17/01/2020,1st,Australia,Saurashtra Cricket Association Stadium,c M A Starc b A Zampa,78,76,102.63,,11703,59.71,93.36
245,236,19/01/2020,2nd,Australia,M Chinnaswamy Stadium,b J R Hazlewood,89,91,97.8,,11792,59.86,93.39
246,237,05/02/2020,1st,New Zealand,Seddon Park,b I S Sodhi,51,63,80.95,,11843,59.81,93.33
247,238,08/02/2020,2nd,New Zealand,Eden Park,b T G Southee,15,25,60,,11858,59.59,93.27
248,239,11/02/2020,1st,New Zealand,Bay Oval,c K A Jamieson b H K Bennett,9,12,75,,11867,59.34,93.25
249,240,27/11/2020,2nd,Australia,Sydney Cricket Ground,c A J Finch b J R Hazlewood,21,21,100,,11888,59.14,93.26
250,241,29/11/2020,2nd,Australia,Sydney Cricket Ground,c M C Henriques b J R Hazlewood,89,87,102.3,,11977,59.29,93.32
251,242,02/12/2020,1st,Australia,Manuka Oval,c †A T Carey b J R Hazlewood,63,78,80.77,,12040,59.31,93.25
252,243,23/03/2021,1st,England,Maharashtra Cricket Association Stadium,c M M Ali b M A Wood,56,60,93.33,,12096,59.29,93.25
253,244,26/03/2021,1st,England,Maharashtra Cricket Association Stadium,c †J C Buttler b A U Rashid,66,79,83.54,,12162,59.33,93.19
254,245,28/03/2021,1st,England,Maharashtra Cricket Association Stadium,b M M Ali,7,10,70,,12169,59.07,93.17
255,246,19/01/2022,2nd,South Africa,Boland Park,c T Bavuma b T Shamsi,51,63,80.95,,12220,59.03,93.11
256,247,21/01/2022,1st,South Africa,Boland Park,c T Bavuma b K A Maharaj,0,5,0,,12220,58.75,93.08
257,248,23/01/2022,2nd,South Africa,Newlands,c T Bavuma b K A Maharaj,65,84,77.38,,12285,58.78,92.98
258,249,06/02/2022,2nd,West Indies,Narendra Modi Stadium,c K A J Roach b A S Joseph,8,4,200,,12293,58.54,93.01
259,250,09/02/2022,1st,West Indies,Narendra Modi Stadium,c †S D Hope b O F Smith,18,30,60,,12311,58.35,92.93
260,251,11/02/2022,1st,West Indies,Narendra Modi Stadium,c †S D Hope b A S Joseph,0,2,0,,12311,58.07,92.92
261,252,14/07/2022,2nd,England,Lord's,c †J C Buttler b D J Willey,16,25,64,,12327,57.87,92.87
262,253,17/07/2022,2nd,England,Old Trafford,c †J C Buttler b R J W Topley,17,22,77.27,,12344,57.68,92.84
263,254,04/12/2022,1st,Bangladesh,Shere Bangla National Stadium,c Litton Das b Shakib Al Hasan,9,15,60,,12353,57.46,92.8
264,255,07/12/2022,2nd,Bangladesh,Shere Bangla National Stadium,b Ebadat Hossain,5,6,83.33,,12358,57.21,92.8
265,256,10/12/2022,1st,Bangladesh,Zahur Ahmed Chowdhury Stadium,c Mehidy Hasan Miraz b Shakib Al Hasan,113,91,124.18,,12471,57.47,93.01
266,257,10/01/2023,1st,Sri Lanka,Barsapara Cricket Stadium,c †K Mendis b K Rajitha,113,87,129.89,,12584,57.72,93.25
267,258,12/01/2023,2nd,Sri Lanka,Eden Gardens,b L Kumara,4,9,44.44,,12588,57.48,93.22
268,259,15/01/2023,1st,Sri Lanka,Greenfield International Stadium,not out,166*,110,150.91,,12754,58.24,93.68
269,260,18/01/2023,1st,New Zealand,Rajiv Gandhi International Stadium,b M J Santner,8,10,80,,12762,58.01,93.67
270,261,21/01/2023,2nd,New Zealand,Shaheed Veer Narayan Sing International Stadium,st T W M Latham b M J Santner,11,9,122.22,,12773,57.8,93.69
271,262,24/01/2023,1st,New Zealand,Holkar Cricket Stadium,c F H Allen b J A Duffy,36,27,133.33,,12809,57.7,93.77
272,263,17/03/2023,2nd,Australia,Wankhede Stadium,lbw b M A Starc,4,9,44.44,,12813,57.46,93.74
273,264,19/03/2023,1st,Australia,Dr YS Rajasekhara Reddy Cricket Stadium,lbw b N Ellis,31,35,88.57,,12844,57.34,93.72
274,265,22/03/2023,2nd,Australia,MA Chidambaram Stadium,c D A Warner b A C Agar,54,72,75,,12898,57.32,93.63
275,,27/07/2023,2nd,West Indies,Kensington Oval,did not bat,-,-,-,,12898,57.32,93.63
276,266,02/09/2023,1st,Pakistan,Pallekele International Cricket Stadium,b Shaheen Shah Afridi,4,7,57.14,,12902,57.09,93.61
277,,04/09/2023,2nd,Nepal,Pallekele International Cricket Stadium,did not bat,-,-,-,,12902,57.09,93.61
278,267,10/09/2023,1st,Pakistan,R Premadasa Stadium,not out,122*,94,129.79,,13024,57.63,93.85
279,268,12/09/2023,1st,Sri Lanka,R Premadasa Stadium,c D Shanaka b D N Wellalage,3,12,25,,13027,57.39,93.79
280,,17/09/2023,2nd,Sri Lanka,R Premadasa Stadium,did not bat,-,-,-,,13027,57.39,93.79
281,269,27/09/2023,2nd,Australia,Saurashtra Cricket Association Stadium,c S P D Smith b G J Maxwell,56,61,91.8,,13083,57.38,93.78
282,270,08/10/2023,2nd,Australia,MA Chidambaram Stadium,c M Labuschagne b J R Hazlewood,85,116,73.28,,13168,57.5,93.62
283,271,11/10/2023,2nd,Afghanistan,Arun Jaitley Stadium,not out,55*,56,98.21,,13223,57.74,93.63
284,272,14/10/2023,2nd,Pakistan,Narendra Modi Stadium,c Mohammad Nawaz b Hasan Ali,16,18,88.89,,13239,57.56,93.63
285,273,19/10/2023,2nd,Bangladesh,Maharashtra Cricket Association Stadium,not out,103*,97,106.19,,13342,58.01,93.71
286,274,22/10/2023,2nd,New Zealand,Himachal Pradesh Cricket Association Stadium,c G D Phillips b M J Henry,95,104,91.35,,13437,58.17,93.7
287,275,29/10/2023,1st,England,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,c B A Stokes b D J Willey,0,9,0,,13437,57.92,93.64
288,276,02/11/2023,1st,Sri Lanka,Wankhede Stadium,c P Nissanka b L D Madushanka,88,94,93.62,,13525,58.05,93.64
289,277,05/11/2023,1st,South Africa,Eden Gardens,not out,101*,121,83.47,,13626,58.48,93.55
290,278,12/11/2023,1st,Netherlands,M Chinnaswamy Stadium,b R E van der Merwe,51,56,91.07,,13677,58.45,93.54
No. of Innings Played = 278,,,,,,,,,,,,,
